location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
Q03,10-10-2016 11:04:53,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:04:55,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:04:57,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:04:59,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:05:01,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:05:03,-200,-200,-82,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:05:05,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10-10-2016 11:05:07,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10-10-2016 11:05:09,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10-10-2016 11:05:11,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10-10-2016 11:05:13,-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10-10-2016 11:05:15,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10-10-2016 11:05:17,-200,-200,-80,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10-10-2016 11:05:19,-200,-200,-82,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
O03,10-10-2016 11:05:21,-200,-200,-78,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
O03,10-10-2016 11:05:23,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
O03,10-10-2016 11:05:25,-200,-200,-76,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200
N03,10-10-2016 11:05:27,-200,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
N03,10-10-2016 11:05:29,-200,-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
N03,10-10-2016 11:05:31,-200,-200,-69,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
N03,10-10-2016 11:05:33,-200,-200,-75,-82,-200,-74,-200,-200,-200,-200,-200,-200,-200
N03,10-10-2016 11:05:35,-200,-200,-72,-200,-82,-75,-200,-200,-200,-200,-200,-200,-200
N03,10-10-2016 11:05:37,-200,-200,-70,-200,-81,-77,-200,-200,-200,-200,-200,-200,-200
M03,10-10-2016 11:05:39,-200,-200,-74,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
M03,10-10-2016 11:05:41,-200,-200,-70,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
M03,10-10-2016 11:05:43,-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200
M03,10-10-2016 11:05:45,-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200
M03,10-10-2016 11:05:47,-200,-200,-66,-200,-80,-75,-200,-200,-200,-200,-200,-200,-200
M03,10-10-2016 11:05:49,-200,-200,-65,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
L03,10-10-2016 11:05:51,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10-10-2016 11:05:53,-200,-75,-75,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
L03,10-10-2016 11:05:55,-200,-77,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10-10-2016 11:05:57,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10-10-2016 11:05:59,-200,-76,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10-10-2016 11:06:01,-200,-76,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:03,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:05,-200,-75,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:07,-200,-200,-82,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:09,-200,-72,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:11,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:13,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:15,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10-10-2016 11:06:17,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-10-2016 11:06:19,-200,-63,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-10-2016 11:06:21,-200,-63,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-10-2016 11:06:23,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-10-2016 11:06:25,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10-10-2016 11:06:27,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
U02,10-10-2016 11:13:49,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10-10-2016 11:13:51,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10-10-2016 11:13:53,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10-10-2016 11:13:55,-200,-200,-88,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10-10-2016 11:13:57,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
U02,10-10-2016 11:13:59,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
T01,10-10-2016 11:14:01,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
T01,10-10-2016 11:14:03,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-10-2016 11:14:05,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-10-2016 11:14:07,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-10-2016 11:14:09,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-10-2016 11:14:11,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-10-2016 11:14:13,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-10-2016 11:14:15,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10-10-2016 11:14:17,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:19,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:21,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:23,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:25,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:27,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:29,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:31,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:33,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:35,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10-10-2016 11:14:37,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:39,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:41,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:43,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:45,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:47,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:49,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:51,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:53,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R02,10-10-2016 11:14:55,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R01,10-10-2016 11:14:57,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R01,10-10-2016 11:14:59,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R01,10-10-2016 11:15:01,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
R01,10-10-2016 11:15:03,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
R01,10-10-2016 11:15:05,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
P02,10-10-2016 11:15:07,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P01,10-10-2016 11:15:09,-200,-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
P01,10-10-2016 11:15:11,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P01,10-10-2016 11:15:13,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
P01,10-10-2016 11:15:15,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
P01,10-10-2016 11:15:17,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
P01,10-10-2016 11:15:19,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
O02,10-10-2016 11:15:21,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
